111,8241,-16704,0
112,7669,7781,1
112,7669,23343,0
113,5978,6091,1
113,5978,18273,0
114,6514,6628,1
114,6514,13256,0
115,1192,1307,1
115,1192,5228,0
116,8620,8736,1
116,8620,34944,0
117,3758,3875,1
117,3758,-7750,0
118,9656,9774,1
118,9656,-39096,0
119,727,846,1
119,727,-1692,0
120,4586,4706,1
120,4586,-4706,0
121,4154,4275,1
121,4154,12825,0
122,3953,4075,1
122,3953,0,0
123,6301,6424,1
123,6301,-12848,0
124,3815,3939,1
124,3815,-3939,0
125,3488,3613,1
125,3488,10839,0
126,1864,1990,1
126,1864,0,0
127,8767,8894,1
127,8767,26682,0
128,4347,4475,1
128,4347,-17900,0
129,141,270,1
129,141,-540,0
130,3588,3718,1
130,3588,11154,0
131,4200,4331,1
131,4200,17324,0
132,8217,8349,1
132,8217,-8349,0
133,5124,5257,1
133,5124,-15771,0
134,5014,5148,1
134,5014,10296,0
135,4560,4695,1
135,4560,-18780,0
136,2741,2877,1
136,2741,-5754,0
137,6656,6793,1
137,6656,-27172,0
138,3361,3499,1
138,3361,0,0
139,6128,6267,1
139,6128,12534,0
140,6083,6223,1
140,6083,24892,0
141,6011,6152,1
141,6011,-18456,0
142,6475,6617,1
142,6475,19851,0
143,6112,6255,1
143,6112,31275,0
144,8480,8624,1
144,8480,34496,0
145,4897,5042,1
145,4897,0,0
146,8894,9040,1
146,8894,-36160,0
147,5298,5445,1
147,5298,16335,0
148,8170,8318,1
148,8170,-33272,0
149,1037,1186,1
149,1037,-3558,0
150,573,723,1
150,573,2169,0
151,4637,4788,1
151,4637,-9576,0
152,2283,2435,1
152,2283,-2435,0
153,5534,5687,1
153,5534,0,0
154,9257,9411,1
154,9257,-9411,0
155,5767,5922,1
155,5767,29610,0
156,1997,2153,1
156,1997,4306,0
157,6385,6542,1
157,6385,19626,0
158,9491,9649,1
158,9491,-38596,0
159,5170,5329,1
159,5170,26645,0
160,4517,4677,1
160,4517,23385,0
161,2720,2881,1
161,2720,14405,0
162,5240,5402,1
162,5240,-16206,0
163,743,906,1
163,743,2718,0
164,2929,3093,1
164,2929,9279,0
165,5882,6047,1
165,5882,24188,0
166,6714,6880,1
166,6714,-6880,0
167,4951,5118,1
167,4951,0,0
168,8096,8264,1
168,8096,0,0
169,8794,8963,1
169,8794,-17926,0
170,9965,10135,1
170,9965,20270,0
171,9261,9432,1
171,9261,0,0
172,1011,1183,1
172,1011,3549,0
173,6271,6444,1
173,6271,32220,0
174,1110,1284,1
174,1110,-2568,0
175,8494,8669,1
175,8494,43345,0
176,8340,8516,1
176,8340,-34064,0
177,355,532,1
177,355,-2128,0
178,390,568,1
178,390,-568,0
179,9354,9533,1
179,9354,-28599,0
180,1528,1708,1
180,1528,5124,0
181,2203,2384,1
181,2203,-2384,0
182,3330,3512,1
182,3330,0,0
183,3575,3758,1
183,3575,-3758,0
184,8329,8513,1
184,8329,17026,0
185,1963,2148,1
185,1963,4296,0
186,5742,5928,1
186,5742,17784,0
187,584,771,1
187,584,3855,0
188,5020,5208,1
188,5020,0,0
189,1819,2008,1
189,1819,10040,0
190,6814,7004,1
190,6814,-21012,0
191,1163,1354,1
191,1163,0,0
192,9637,9829,1
192,9637,-39316,0
193,2983,3176,1
193,2983,-3176,0
194,3631,3825,1
194,3631,15300,0
195,84,279,1
195,84,837,0
196,2296,2492,1
196,2296,12460,0
197,5932,6129,1
197,5932,-24516,0
198,4534,4732,1
198,4534,-18928,0
199,6762,6961,1
199,6762,34805,0
200,3054,3254,1
200,3054,9762,0
201,5609,5810,1
201,5609,23240,0
202,6555,6757,1
202,6555,27028,0
203,9229,9432,1
203,9229,-28296,0
204,8674,8878,1
204,8674,0,0
205,8961,9166,1
205,8961,-18332,0
206,3309,3515,1
206,3309,-14060,0
207,3629,3836,1
207,3629,-15344,0
208,906,1114,1
208,906,-4456,0
209,3940,4149,1
209,3940,20745,0
210,8440,8650,1
210,8440,-8650,0
211,3606,3817,1
211,3606,-11451,0
212,4890,5102,1
212,4890,10204,0
213,2915,3128,1
213,2915,-12512,0
214,9463,9677,1
214,9463,0,0
215,6410,6625,1
215,6410,-26500,0
216,8414,8630,1
216,8414,34520,0
217,2448,2665,1
217,2448,10660,0
218,3870,4088,1
218,3870,0,0
219,8481,8700,1
219,8481,0,0
220,3275,3495,1
220,3275,13980,0
221,7727,7948,1
221,7727,-15896,0
222,9034,9256,1
222,9034,18512,0
223,1540,1763,1
223,1540,0,0
224,4305,4529,1
224,4305,-13587,0
225,296,521,1
225,296,0,0
226,2081,2307,1
226,2081,-9228,0
227,2749,2976,1
227,2749,-5952,0
228,4661,4889,1
228,4661,19556,0
229,2331,2560,1
229,2331,0,0
230,9757,9987,1
230,9757,39948,0
231,1660,1891,1
231,1660,7564,0
232,450,682,1
232,450,-682,0
233,1243,1476,1
233,1243,-4428,0
234,5206,5440,1
234,5206,21760,0
235,5019,5254,1
235,5019,0,0
236,9187,9423,1
236,9187,18846,0
237,4696,4933,1
237,4696,-19732,0
238,2639,2877,1
238,2639,5754,0
239,8171,8410,1
239,8171,16820,0
240,2472,2712,1
240,2472,-8136,0
241,9898,10139,1
241,9898,-10139,0
242,7348,7590,1
242,7348,-15180,0
243,6681,6924,1
243,6681,0,0
244,5715,5959,1
244,5715,0,0
245,862,1107,1
245,862,3321,0
246,1370,1616,1
246,1370,-4848,0
247,1861,2108,1
247,1861,6324,0
248,6219,6467,1
248,6219,0,0
249,5332,5581,1
249,5332,11162,0
250,1681,1931,1
250,1681,-1931,0
251,8451,8702,1
251,8451,-34808,0
252,5394,5646,1
252,5394,11292,0
253,175,428,1
253,175,0,0
254,5854,6108,1
254,5854,12216,0
255,6201,6456,1
255,6201,0,0
256,8355,8611,1
256,8355,0,0
257,3450,3707,1
257,3450,14828,0
258,6965,7223,1
258,6965,14446,0
259,8913,9172,1
259,8913,36688,0
260,2260,2520,1
260,2260,-2520,0
261,3408,3669,1
261,3408,7338,0
262,3303,3565,1
262,3303,-10695,0
263,316,579,1
263,316,-2316,0
264,9223,9487,1
264,9223,0,0
265,3741,4006,1
265,3741,8012,0
266,2907,3173,1
266,2907,-3173,0
267,2278,2545,1
267,2278,-2545,0
268,2770,3038,1
268,2770,-12152,0
269,7778,8047,1
269,7778,32188,0
270,8394,8664,1
270,8394,34656,0
271,488,759,1
271,488,-1518,0
272,6235,6507,1
272,6235,-13014,0
273,1758,2031,1
273,1758,-8124,0
274,646,920,1
274,646,-2760,0
275,454,729,1
275,454,0,0
276,4524,4800,1
276,4524,14400,0
277,4740,5017,1
277,4740,20068,0
278,4255,4533,1
278,4255,13599,0
279,2441,2720,1
279,2441,-5440,0
280,6293,6573,1
280,6293,32865,0
281,9378,9659,1
281,9378,48295,0
282,2974,3256,1
282,2974,16280,0
283,110,393,1
283,110,1965,0
284,5076,5360,1
284,5076,-16080,0
285,9381,9666,1
285,9381,19332,0
286,3930,4216,1
286,3930,-16864,0
287,4033,4320,1
287,4033,-8640,0
288,8148,8436,1
288,8148,25308,0
289,7263,7552,1
289,7263,22656,0
290,5514,5804,1
290,5514,-5804,0
291,1343,1634,1
291,1343,-3268,0
292,9095,9387,1
292,9095,-9387,0
293,4684,4977,1
293,4684,9954,0
294,3373,3667,1
294,3373,-7334,0
295,3962,4257,1
295,3962,-12771,0
296,1674,1970,1
296,1674,-3940,0
297,7132,7429,1
297,7132,37145,0
298,118,416,1
298,118,-1664,0
299,344,643,1
299,344,3215,0
300,5711,6011,1
300,5711,30055,0
301,246,547,1
301,246,2735,0
302,4852,5154,1
302,4852,-15462,0
303,1414,1717,1
303,1414,5151,0
304,3477,3781,1
304,3477,11343,0
305,8517,8822,1
305,8517,44110,0
306,2174,2480,1
306,2174,-4960,0
307,3995,4302,1
307,3995,-17208,0
308,5000,5308,1
308,5000,-10616,0
309,591,900,1
309,591,2700,0
310,6035,6345,1
310,6035,0,0
311,148,459,1
311,148,0,0
312,5057,5369,1
312,5057,-10738,0
313,7723,8036,1
313,7723,0,0
314,2941,3255,1
314,2941,6510,0
315,3935,4250,1
315,3935,-8500,0
316,3462,3778,1
316,3462,11334,0
317,8308,8625,1
317,8308,25875,0
318,7745,8063,1
318,7745,-24189,0
319,4780,5099,1
319,4780,25495,0
320,2513,2833,1
320,2513,-8499,0
321,3231,3552,1
321,3231,-7104,0
322,3693,4015,1
322,3693,-12045,0
323,5308,5631,1
323,5308,22524,0
324,6780,7104,1
324,6780,14208,0
325,1255,1580,1
325,1255,-4740,0
326,1614,1940,1
326,1614,-5820,0
327,4811,5138,1
327,4811,-10276,0
328,3455,3783,1
328,3455,18915,0
329,5368,5697,1
329,5368,-17091,0
330,2858,3188,1
330,2858,-3188,0
331,9853,10184,1
331,9853,-10184,0
332,5143,5475,1
332,5143,-16425,0
333,1465,1798,1
333,1465,3596,0
334,1943,2277,1
334,1943,-9108,0
335,6236,6571,1
335,6236,-13142,0
336,4890,5226,1
336,4890,15678,0
337,3235,3572,1
337,3235,17860,0
338,4340,4678,1
338,4340,-14034,0
339,8755,9094,1
339,8755,0,0
340,2613,2953,1
340,2613,5906,0
341,110,451,1
341,110,1804,0
342,511,853,1
342,511,1706,0
343,3942,4285,1
343,3942,-8570,0
344,1774,2118,1
344,1774,0,0
345,170,515,1
345,170,1545,0
346,4121,4467,1
346,4121,-4467,0
347,4499,4846,1
347,4499,-14538,0
348,1648,1996,1
348,1648,7984,0
349,6438,6787,1
349,6438,-13574,0
350,4389,4739,1
350,4389,-18956,0
351,2550,2901,1
351,2550,8703,0
352,2966,3318,1
352,2966,-13272,0
353,6049,6402,1
353,6049,-19206,0
354,6013,6367,1
354,6013,0,0
355,6307,6662,1
355,6307,0,0
356,9700,10056,1
356,9700,40224,0
357,9389,9746,1
357,9389,19492,0
358,2567,2925,1
358,2567,-5850,0
359,7392,7751,1
359,7392,-7751,0
360,9207,9567,1
360,9207,0,0
361,3459,3820,1
361,3459,-15280,0
362,3504,3866,1
362,3504,7732,0
363,354,717,1
363,354,-717,0
364,8901,9265,1
364,8901,-9265,0
365,8757,9122,1
365,8757,27366,0
366,5568,5934,1
366,5568,29670,0
367,5576,5943,1
367,5576,-23772,0
368,6898,7266,1
368,6898,-29064,0
369,3037,3406,1
369,3037,-13624,0
370,1889,2259,1
370,1889,0,0
371,8212,8583,1
371,8212,-17166,0
372,5915,6287,1
372,5915,18861,0
373,4417,4790,1
373,4417,-9580,0
374,1070,1444,1
374,1070,2888,0
375,1824,2199,1
375,1824,0,0
376,5278,5654,1
376,5278,11308,0
377,9915,10292,1
377,9915,-10292,0
378,3569,3947,1
378,3569,-11841,0
379,429,808,1
379,429,-3232,0
380,2490,2870,1
380,2490,-11480,0
381,4608,4989,1
381,4608,9978,0
382,2879,3261,1
382,2879,-9783,0
383,3013,3396,1
383,3013,-3396,0
384,856,1240,1
384,856,4960,0
385,2532,2917,1
385,2532,11668,0
386,2620,3006,1
386,2620,15030,0
387,9178,9565,1
387,9178,-9565,0
388,8074,8462,1
388,8074,-33848,0
389,6340,6729,1
389,6340,-6729,0
390,2871,3261,1
390,2871,9783,0
391,3030,3421,1
391,3030,0,0
392,4719,5111,1
392,4719,20444,0
393,6497,6890,1
393,6497,34450,0
394,5950,6344,1
394,5950,0,0
395,2208,2603,1
395,2208,10412,0
396,4677,5073,1
396,4677,15219,0
397,2529,2926,1
397,2529,8778,0
398,1632,2030,1
398,1632,4060,0
399,6651,7050,1
399,6651,-14100,0
400,3500,3900,1
400,3500,15600,0
401,2348,2749,1
401,2348,0,0
402,7213,7615,1
402,7213,-15230,0
403,1841,2244,1
403,1841,4488,0
404,5793,6197,1
404,5793,-6197,0
405,9344,9749,1
405,9344,-38996,0
406,6610,7016,1
406,6610,-7016,0
407,1854,2261,1
407,1854,4522,0
408,1209,1617,1
408,1209,-1617,0
409,5613,6022,1
409,5613,30110,0
410,8499,8909,1
410,8499,-8909,0
411,8927,9338,1
411,8927,-28014,0
412,8019,8431,1
412,8019,25293,0
413,7707,8120,1
413,7707,-32480,0
414,9559,9973,1
414,9559,19946,0
415,5572,5987,1
415,5572,-5987,0
416,4855,5271,1
416,4855,-5271,0
417,8097,8514,1
417,8097,34056,0
418,5034,5452,1
418,5034,16356,0
419,3822,4241,1
419,3822,21205,0
420,2968,3388,1
420,2968,-6776,0
421,9036,9457,1
421,9036,28371,0
422,9824,10246,1
422,9824,-40984,0
423,8196,8619,1
423,8196,25857,0
424,7579,8003,1
424,7579,-16006,0
425,9038,9463,1
425,9038,-37852,0
426,9188,9614,1
426,9188,48070,0
427,436,863,1
427,436,4315,0
428,996,1424,1
428,996,-2848,0
429,8217,8646,1
429,8217,-25938,0
430,3101,3531,1
430,3101,10593,0
431,2535,2966,1
431,2535,11864,0
432,2452,2884,1
432,2452,0,0
433,7838,8271,1
433,7838,-8271,0
434,5444,5878,1
434,5444,-11756,0
435,4165,4600,1
435,4165,9200,0
436,8707,9143,1
436,8707,0,0
437,4867,5304,1
437,4867,0,0
438,5389,5827,1
438,5389,-17481,0
439,6787,7226,1
439,6787,28904,0
440,5511,5951,1
440,5511,-11902,0
441,7439,7880,1
441,7439,15760,0
442,2940,3382,1
442,2940,16910,0
443,6780,7223,1
443,6780,-7223,0
444,4462,4906,1
444,4462,-4906,0
445,8689,9134,1
445,8689,-9134,0
446,9250,9696,1
446,9250,0,0
447,7969,8416,1
447,7969,33664,0
448,5575,6023,1
448,5575,24092,0
449,11,460,1
449,11,1380,0
450,8415,8865,1
450,8415,44325,0
451,2862,3313,1
451,2862,-6626,0
452,3773,4225,1
452,3773,-12675,0
453,7679,8132,1
453,7679,40660,0
454,9655,10109,1
454,9655,20218,0
455,716,1171,1
455,716,3513,0
456,1304,1760,1
456,1304,-7040,0
457,6364,6821,1
457,6364,34105,0
458,5858,6316,1
458,5858,25264,0
459,3484,3943,1
459,3484,-7886,0
460,8626,9086,1
460,8626,-36344,0
461,8640,9101,1
461,8640,-18202,0
462,1204,1666,1
462,1204,8330,0
463,1123,1586,1
463,1123,-6344,0
464,5107,5571,1
464,5107,0,0
465,368,833,1
465,368,3332,0
466,883,1349,1
466,883,-1349,0
467,651,1118,1
467,651,2236,0
468,3558,4026,1
468,3558,-16104,0
469,5904,6373,1
469,5904,-6373,0
470,3886,4356,1
470,3886,-4356,0
471,8000,8471,1
471,8000,42355,0
472,6975,7447,1
472,6975,-22341,0
473,2797,3270,1
473,2797,13080,0
474,8687,9161,1
474,8687,-36644,0
475,4148,4623,1
475,4148,0,0
476,5020,5496,1
476,5020,21984,0
477,8540,9017,1
477,8540,-18034,0
478,6108,6586,1
478,6108,26344,0
479,471,950,1
479,471,3800,0
480,7497,7977,1
480,7497,39885,0
481,6436,6917,1
481,6436,20751,0
482,4393,4875,1
482,4393,0,0
483,6519,7002,1
483,6519,28008,0
484,1262,1746,1
484,1262,5238,0
485,7710,8195,1
485,7710,-16390,0
486,7165,7651,1
486,7165,-7651,0
487,2482,2969,1
487,2482,-8907,0
488,5465,5953,1
488,5465,0,0
489,8054,8543,1
489,8054,-8543,0
490,5646,6136,1
490,5646,-6136,0
491,1500,1991,1
491,1500,-1991,0
492,6918,7410,1
492,6918,-29640,0
493,3027,3520,1
493,3027,-14080,0
494,1119,1613,1
494,1119,6452,0
495,2366,2861,1
495,2366,8583,0
496,3832,4328,1
496,3832,12984,0
497,3548,4045,1
497,3548,12135,0
498,4120,4618,1
498,4120,9236,0
499,9193,9692,1
499,9193,-9692,0
500,500,1000,1
500,500,0,0
501,1546,2047,1
501,1546,-8188,0
502,7526,8028,1
502,7526,-8028,0
503,8705,9208,1
503,8705,-9208,0
504,9364,9868,1
504,9364,0,0
505,273,778,1
505,273,-778,0
506,7272,7778,1
506,7272,31112,0
507,4500,5007,1
507,4500,15021,0
508,9677,10185,1
508,9677,-10185,0
509,8457,8966,1
509,8457,17932,0
510,290,800,1
510,290,1600,0
511,3353,3864,1
511,3353,19320,0
512,6679,7191,1
512,6679,0,0
513,2631,3144,1
513,2631,-9432,0
514,433,947,1
514,433,-947,0
515,3124,3639,1
515,3124,-10917,0
516,33,549,1
516,33,1647,0
517,2461,2978,1
517,2461,-5956,0
518,6539,7057,1
518,6539,-21171,0
519,8051,8570,1
519,8051,-17140,0
520,8548,9068,1
520,8548,36272,0
521,4646,5167,1
521,4646,0,0
522,8168,8690,1
522,8168,-17380,0
523,7350,7873,1
523,7350,31492,0
524,535,1059,1
524,535,3177,0
525,1540,2065,1
525,1540,4130,0
526,1902,2428,1
526,1902,7284,0
527,6509,7036,1
527,6509,-14072,0
528,277,805,1
528,277,-805,0
529,752,1281,1
529,752,6405,0
530,6984,7514,1
530,6984,-30056,0
531,6622,7153,1
531,6622,35765,0
532,2692,3224,1
532,2692,16120,0
533,4863,5396,1
533,4863,21584,0
534,5872,6406,1
534,5872,-19218,0
535,6374,6909,1
535,6374,-27636,0
536,4817,5353,1
536,4817,-21412,0
537,5158,5695,1
537,5158,-11390,0
538,1483,2021,1
538,1483,6063,0
539,2430,2969,1
539,2430,8907,0
540,8662,9202,1
540,8662,46010,0
541,7818,8359,1
541,7818,16718,0
542,3248,3790,1
542,3248,18950,0
543,9737,10280,1
543,9737,0,0
544,4294,4838,1
544,4294,9676,0
545,5447,5992,1
545,5447,23968,0
546,6662,7208,1
546,6662,-28832,0
547,3843,4390,1
547,3843,13170,0
548,4462,5010,1
548,4462,25050,0
549,3509,4058,1
549,3509,0,0
550,6506,7056,1
550,6506,28224,0
551,7757,8308,1
551,7757,-8308,0
552,5486,6038,1
552,5486,-12076,0
553,5334,5887,1
553,5334,17661,0
554,1455,2009,1
554,1455,-2009,0
555,9705,10260,1
555,9705,-20520,0
556,2636,3192,1
556,2636,-3192,0
557,7927,8484,1
557,7927,33936,0
558,4120,4678,1
558,4120,-14034,0
559,559,1118,1
559,559,-3354,0
560,9363,9923,1
560,9363,0,0
561,802,1363,1
561,802,-5452,0
562,4461,5023,1
562,4461,-20092,0
563,2925,3488,1
563,2925,13952,0
564,6237,6801,1
564,6237,-13602,0
565,8245,8810,1
565,8245,17620,0
566,3527,4093,1
566,3527,8186,0
567,9649,10216,1
567,9649,-30648,0
568,5799,6367,1
568,5799,-19101,0
569,1640,2209,1
569,1640,6627,0
570,7248,7818,1
570,7248,39090,0
571,135,706,1
571,135,-706,0
572,8080,8652,1
572,8080,0,0
573,9783,10356,1
573,9783,0,0
574,7393,7967,1
574,7393,0,0
575,7326,7901,1
575,7326,15802,0
576,3688,4264,1
576,3688,-17056,0
577,5549,6126,1
577,5549,30630,0
578,2261,2839,1
578,2261,8517,0
579,199,778,1
579,199,-778,0
580,9123,9703,1
580,9123,29109,0
581,9849,10430,1
581,9849,41720,0
582,1440,2022,1
582,1440,-2022,0
583,2062,2645,1
583,2062,-5290,0
584,6614,7198,1
584,6614,-14396,0
585,9469,10054,1
585,9469,20108,0
586,4673,5259,1
586,4673,10518,0
587,6109,6696,1
587,6109,20088,0
588,7906,8494,1
588,7906,-33976,0
589,6435,7024,1
589,6435,28096,0
590,9530,10120,1
590,9530,-40480,0
591,4479,5070,1
591,4479,25350,0
592,928,1520,1
592,928,0,0
593,952,1545,1
593,952,7725,0
594,1751,2345,1
594,1751,9380,0
595,8358,8953,1
595,8358,0,0
596,5261,5857,1
596,5261,29285,0
597,8212,8809,1
597,8212,-26427,0
598,3711,4309,1
598,3711,12927,0
599,5543,6142,1
599,5543,-24568,0
600,4964,5564,1
600,4964,27820,0
601,9636,10237,1
601,9636,51185,0
602,4133,4735,1
602,4133,14205,0
603,1308,1911,1
603,1308,-5733,0
604,3784,4388,1
604,3784,8776,0
605,9230,9835,1
605,9230,-9835,0
606,4796,5402,1
606,4796,-21608,0
607,236,843,1
607,236,-3372,0
608,8862,9470,1
608,8862,37880,0
609,2734,3343,1
609,2734,10029,0
610,5166,5776,1
610,5166,-5776,0
611,1839,2450,1
611,1839,4900,0
612,3186,3798,1
612,3186,7596,0
613,8385,8998,1
613,8385,17996,0
614,8557,9171,1
614,8557,-36684,0
615,3251,3866,1
615,3251,-15464,0
616,1321,1937,1
616,1321,-1937,0
617,711,1328,1
617,711,0,0
618,4202,4820,1
618,4202,-4820,0
619,8004,8623,1
619,8004,34492,0
620,7210,7830,1
620,7210,23490,0
621,1218,1839,1
621,1218,-7356,0
622,6951,7573,1
622,6951,22719,0
623,6239,6862,1
623,6239,-13724,0
624,5054,5678,1
624,5054,22712,0
625,8137,8762,1
625,8137,-35048,0
626,9248,9874,1
626,9248,19748,0
627,3879,4506,1
627,3879,-18024,0
628,2839,3467,1
628,2839,-10401,0
629,311,940,1
629,311,-940,0
630,7870,8500,1
630,7870,25500,0
631,8995,9626,1
631,8995,-38504,0
632,8562,9194,1
632,8562,-36776,0
633,3586,4219,1
633,3586,0,0
634,6892,7526,1
634,6892,37630,0
635,3907,4542,1
635,3907,13626,0
636,9330,9966,1
636,9330,19932,0
637,2465,3102,1
637,2465,12408,0
638,456,1094,1
638,456,-2188,0
639,1112,1751,1
639,1112,7004,0
640,6924,7564,1
640,6924,37820,0
641,3992,4633,1
641,3992,13899,0
642,1336,1978,1
642,1336,-3956,0
643,7287,7930,1
643,7287,31720,0
644,439,1083,1
644,439,0,0
645,2458,3103,1
645,2458,-6206,0
646,7291,7937,1
646,7291,15874,0
647,2812,3459,1
647,2812,-10377,0
648,1332,1980,1
648,1332,3960,0
649,5270,5919,1
649,5270,-23676,0
650,9075,9725,1
650,9075,38900,0
651,1048,1699,1
651,1048,0,0
652,413,1065,1
652,413,-4260,0
653,4912,5565,1
653,4912,27825,0
654,9205,9859,1
654,9205,0,0
655,9460,10115,1
655,9460,-20230,0
656,5868,6524,1
656,5868,-26096,0
657,3555,4212,1
657,3555,12636,0
658,9192,9850,1
658,9192,-19700,0
659,2491,3150,1
659,2491,-3150,0
660,461,1121,1
660,461,5605,0
661,3895,4556,1
661,3895,-4556,0
662,2612,3274,1
662,2612,6548,0
663,8689,9352,1
663,8689,37408,0
664,8233,8897,1
664,8233,44485,0
665,1142,1807,1
665,1142,-1807,0
666,3802,4468,1
666,3802,13404,0
667,6164,6831,1
667,6164,27324,0
668,7736,8404,1
668,7736,-33616,0
669,2081,2750,1
669,2081,0,0
670,7512,8182,1
670,7512,-24546,0
671,8227,8898,1
671,8227,-8898,0
672,2569,3241,1
672,2569,-9723,0
673,6358,7031,1
673,6358,21093,0
674,8045,8719,1
674,8045,-17438,0
675,8645,9320,1
675,8645,46600,0
676,5708,6384,1
676,5708,-12768,0
677,1571,2248,1
677,1571,8992,0
678,4324,5002,1
678,4324,15006,0
679,4517,5196,1
679,4517,-20784,0
680,3736,4416,1
680,3736,-17664,0
681,6466,7147,1
681,6466,-28588,0
682,5832,6514,1
682,5832,-26056,0
683,2266,2949,1
683,2266,11796,0
684,7675,8359,1
684,7675,-25077,0
685,4594,5279,1
685,4594,-10558,0
686,172,858,1
686,172,3432,0
687,4443,5130,1
687,4443,20520,0
688,2938,3626,1
688,2938,18130,0
689,2141,2830,1
689,2141,0,0
690,2073,2763,1
690,2073,-5526,0
691,569,1260,1
691,569,5040,0
692,6496,7188,1
692,6496,14376,0
693,9011,9704,1
693,9011,29112,0
694,7505,8199,1
694,7505,0,0
695,9517,10212,1
695,9517,20424,0
696,4878,5574,1
696,4878,27870,0
697,7528,8225,1
697,7528,-24675,0
698,6117,6815,1
698,6117,27260,0
699,2188,2887,1
699,2188,11548,0
700,7256,7956,1
700,7256,31824,0
